,Close,Open,High,Low,Volume
2012-04-17,7.646395348837209,7.646395348837209,7.646395348837209,7.646395348837209,0
2012-04-18,7.66860465116279,7.66860465116279,7.66860465116279,7.66860465116279,0
2012-04-19,7.690813953488371,7.690813953488371,7.690813953488371,7.690813953488371,0
2012-04-20,7.713023255813953,7.713023255813953,7.713023255813953,7.713023255813953,0
2012-04-21,7.7352325581395345,7.7352325581395345,7.7352325581395345,7.7352325581395345,0
2012-04-22,7.757441860465116,7.757441860465116,7.757441860465116,7.757441860465116,0
2012-04-23,7.779651162790698,7.779651162790698,7.779651162790698,7.779651162790698,0
2012-04-24,7.801860465116279,7.801860465116279,7.801860465116279,7.801860465116279,0
2012-04-25,7.82406976744186,7.82406976744186,7.82406976744186,7.82406976744186,0
2012-04-26,7.846279069767442,7.846279069767442,7.846279069767442,7.846279069767442,0
2012-04-27,7.868488372093022,7.868488372093022,7.868488372093022,7.868488372093022,0
2012-04-28,7.890697674418604,7.890697674418604,7.890697674418604,7.890697674418604,0
2012-04-29,7.9129069767441855,7.9129069767441855,7.9129069767441855,7.9129069767441855,0
2012-04-30,7.935116279069767,7.935116279069767,7.935116279069767,7.935116279069767,0
2012-05-01,7.957325581395349,7.957325581395349,7.957325581395349,7.957325581395349,0
2012-05-02,7.97953488372093,7.97953488372093,7.97953488372093,7.97953488372093,0
2012-05-03,8.001744186046512,8.001744186046512,8.001744186046512,8.001744186046512,0
2012-05-04,8.023953488372094,8.023953488372094,8.023953488372094,8.023953488372094,0
2012-05-05,8.046162790697673,8.046162790697673,8.046162790697673,8.046162790697673,0
2012-05-06,8.068372093023255,8.068372093023255,8.068372093023255,8.068372093023255,0
2012-05-07,8.090581395348837,8.090581395348837,8.090581395348837,8.090581395348837,0
2012-05-08,8.112790697674418,8.112790697674418,8.112790697674418,8.112790697674418,0
2012-05-09,8.135,8.135,8.135,8.135,0
2012-05-10,8.157209302325581,8.157209302325581,8.157209302325581,8.157209302325581,0
2012-05-11,8.179418604651163,8.179418604651163,8.179418604651163,8.179418604651163,0
2012-05-12,8.201627906976743,8.201627906976743,8.201627906976743,8.201627906976743,0
2012-05-13,8.223837209302324,8.223837209302324,8.223837209302324,8.223837209302324,0
2012-05-14,8.246046511627906,8.246046511627906,8.246046511627906,8.246046511627906,0
2012-05-15,8.268255813953488,8.268255813953488,8.268255813953488,8.268255813953488,0
2012-05-16,8.29046511627907,8.29046511627907,8.29046511627907,8.29046511627907,0
2012-05-17,8.31267441860465,8.31267441860465,8.31267441860465,8.31267441860465,0
2012-05-18,8.334883720930232,8.334883720930232,8.334883720930232,8.334883720930232,0
2012-05-19,8.357093023255814,8.357093023255814,8.357093023255814,8.357093023255814,0
2012-05-20,8.379302325581396,8.379302325581396,8.379302325581396,8.379302325581396,0
2012-05-21,8.401511627906977,8.401511627906977,8.401511627906977,8.401511627906977,0
2012-05-22,8.423720930232557,8.423720930232557,8.423720930232557,8.423720930232557,0
2012-05-23,8.445930232558139,8.445930232558139,8.445930232558139,8.445930232558139,0
2012-05-24,8.46813953488372,8.46813953488372,8.46813953488372,8.46813953488372,0
2012-05-25,8.490348837209302,8.490348837209302,8.490348837209302,8.490348837209302,0
2012-05-26,8.512558139534883,8.512558139534883,8.512558139534883,8.512558139534883,0
2012-05-27,8.534767441860465,8.534767441860465,8.534767441860465,8.534767441860465,0
2012-05-28,8.556976744186047,8.556976744186047,8.556976744186047,8.556976744186047,0
2012-05-29,8.579186046511627,8.579186046511627,8.579186046511627,8.579186046511627,0
2012-05-30,8.601395348837208,8.601395348837208,8.601395348837208,8.601395348837208,0
2012-05-31,8.62360465116279,8.62360465116279,8.62360465116279,8.62360465116279,0
2012-06-01,8.645813953488371,8.645813953488371,8.645813953488371,8.645813953488371,0
2012-06-02,8.668023255813953,8.668023255813953,8.668023255813953,8.668023255813953,0
2012-06-03,8.690232558139535,8.690232558139535,8.690232558139535,8.690232558139535,0
2012-06-04,8.712441860465116,8.712441860465116,8.712441860465116,8.712441860465116,0
2012-06-05,8.734651162790698,8.734651162790698,8.734651162790698,8.734651162790698,0
2012-06-06,8.75686046511628,8.75686046511628,8.75686046511628,8.75686046511628,0
2012-06-07,8.779069767441861,8.779069767441861,8.779069767441861,8.779069767441861,0
2012-06-08,8.80127906976744,8.80127906976744,8.80127906976744,8.80127906976744,0
2012-06-09,8.823488372093022,8.823488372093022,8.823488372093022,8.823488372093022,0
2012-06-10,8.845697674418604,8.845697674418604,8.845697674418604,8.845697674418604,0
2012-06-11,8.867906976744186,8.867906976744186,8.867906976744186,8.867906976744186,0
2012-06-12,8.890116279069767,8.890116279069767,8.890116279069767,8.890116279069767,0
2012-06-13,8.912325581395349,8.912325581395349,8.912325581395349,8.912325581395349,0
2012-06-14,8.93453488372093,8.93453488372093,8.93453488372093,8.93453488372093,0
2012-06-15,8.95674418604651,8.95674418604651,8.95674418604651,8.95674418604651,0
2012-06-16,8.978953488372092,8.978953488372092,8.978953488372092,8.978953488372092,0
2012-06-17,9.001162790697673,9.001162790697673,9.001162790697673,9.001162790697673,0
2012-06-18,9.023372093023255,9.023372093023255,9.023372093023255,9.023372093023255,0
2012-06-19,9.045581395348837,9.045581395348837,9.045581395348837,9.045581395348837,0
2012-06-20,9.067790697674418,9.067790697674418,9.067790697674418,9.067790697674418,0
2012-06-21,9.09,9.09,9.09,9.09,0
2012-06-22,9.112209302325581,9.112209302325581,9.112209302325581,9.112209302325581,0
2012-06-23,9.134418604651163,9.134418604651163,9.134418604651163,9.134418604651163,0
2012-06-24,9.156627906976745,9.156627906976745,9.156627906976745,9.156627906976745,0
2012-06-25,9.178837209302326,9.178837209302326,9.178837209302326,9.178837209302326,0
2012-06-26,9.201046511627906,9.201046511627906,9.201046511627906,9.201046511627906,0
2012-06-27,9.223255813953488,9.223255813953488,9.223255813953488,9.223255813953488,0
2012-06-28,9.24546511627907,9.24546511627907,9.24546511627907,9.24546511627907,0
2012-06-29,9.267674418604651,9.267674418604651,9.267674418604651,9.267674418604651,0
2012-06-30,9.289883720930233,9.289883720930233,9.289883720930233,9.289883720930233,0
2012-07-01,9.312093023255812,9.312093023255812,9.312093023255812,9.312093023255812,0
2012-07-02,9.334302325581394,9.334302325581394,9.334302325581394,9.334302325581394,0
2012-07-03,9.356511627906976,9.356511627906976,9.356511627906976,9.356511627906976,0
2012-07-04,9.378720930232557,9.378720930232557,9.378720930232557,9.378720930232557,0
2012-07-05,9.400930232558139,9.400930232558139,9.400930232558139,9.400930232558139,0
2012-07-06,9.42313953488372,9.42313953488372,9.42313953488372,9.42313953488372,0
2012-07-07,9.445348837209302,9.445348837209302,9.445348837209302,9.445348837209302,0
2012-07-08,9.467558139534884,9.467558139534884,9.467558139534884,9.467558139534884,0
2012-07-09,9.489767441860465,9.489767441860465,9.489767441860465,9.489767441860465,0
2012-07-10,9.511976744186047,9.511976744186047,9.511976744186047,9.511976744186047,0
2012-07-11,9.534186046511628,9.534186046511628,9.534186046511628,9.534186046511628,0
2012-07-12,9.55639534883721,9.55639534883721,9.55639534883721,9.55639534883721,0
2012-07-13,9.578604651162792,9.578604651162792,9.578604651162792,9.578604651162792,0
2012-07-14,9.600813953488371,9.600813953488371,9.600813953488371,9.600813953488371,0
2012-07-15,9.623023255813953,9.623023255813953,9.623023255813953,9.623023255813953,0
2012-07-16,9.645232558139535,9.645232558139535,9.645232558139535,9.645232558139535,0
2012-07-17,9.667441860465116,9.667441860465116,9.667441860465116,9.667441860465116,0
2012-07-18,9.689651162790696,9.689651162790696,9.689651162790696,9.689651162790696,0
2012-07-19,9.711860465116278,9.711860465116278,9.711860465116278,9.711860465116278,0
2012-07-20,9.73406976744186,9.73406976744186,9.73406976744186,9.73406976744186,0
2012-07-21,9.75627906976744,9.75627906976744,9.75627906976744,9.75627906976744,0
2012-07-22,9.778488372093022,9.778488372093022,9.778488372093022,9.778488372093022,0
2012-07-23,9.800697674418604,9.800697674418604,9.800697674418604,9.800697674418604,0
2012-07-24,9.822906976744186,9.822906976744186,9.822906976744186,9.822906976744186,0
2012-07-25,9.845116279069767,9.845116279069767,9.845116279069767,9.845116279069767,0
2012-07-26,9.867325581395349,9.867325581395349,9.867325581395349,9.867325581395349,0
2012-07-27,9.88953488372093,9.88953488372093,9.88953488372093,9.88953488372093,0
2012-07-28,9.911744186046512,9.911744186046512,9.911744186046512,9.911744186046512,0
2012-07-29,9.933953488372094,9.933953488372094,9.933953488372094,9.933953488372094,0
2012-07-30,9.956162790697675,9.956162790697675,9.956162790697675,9.956162790697675,0
2012-07-31,9.978372093023255,9.978372093023255,9.978372093023255,9.978372093023255,0
2012-08-01,10.000581395348837,10.000581395348837,10.000581395348837,10.000581395348837,0
2012-08-02,10.022790697674418,10.022790697674418,10.022790697674418,10.022790697674418,0
2012-08-03,10.045,10.045,10.045,10.045,0
2012-08-04,10.06720930232558,10.06720930232558,10.06720930232558,10.06720930232558,0
2012-08-05,10.089418604651161,10.089418604651161,10.089418604651161,10.089418604651161,0
2012-08-06,10.111627906976743,10.111627906976743,10.111627906976743,10.111627906976743,0
2012-08-07,10.133837209302325,10.133837209302325,10.133837209302325,10.133837209302325,0
2012-08-08,10.156046511627906,10.156046511627906,10.156046511627906,10.156046511627906,0
2012-08-09,10.178255813953488,10.178255813953488,10.178255813953488,10.178255813953488,0
2012-08-10,10.20046511627907,10.20046511627907,10.20046511627907,10.20046511627907,0
2012-08-11,10.222674418604651,10.222674418604651,10.222674418604651,10.222674418604651,0
2012-08-12,10.244883720930233,10.244883720930233,10.244883720930233,10.244883720930233,0
2012-08-13,10.267093023255814,10.267093023255814,10.267093023255814,10.267093023255814,0
2012-08-14,10.289302325581396,10.289302325581396,10.289302325581396,10.289302325581396,0
2012-08-15,10.311511627906977,10.311511627906977,10.311511627906977,10.311511627906977,0
2012-08-16,10.333720930232559,10.333720930232559,10.333720930232559,10.333720930232559,0
2012-08-17,10.355930232558139,10.355930232558139,10.355930232558139,10.355930232558139,0
2012-08-18,10.37813953488372,10.37813953488372,10.37813953488372,10.37813953488372,0
2012-08-19,10.400348837209302,10.400348837209302,10.400348837209302,10.400348837209302,0
2012-08-20,10.422558139534884,10.422558139534884,10.422558139534884,10.422558139534884,0
2012-08-21,10.444767441860463,10.444767441860463,10.444767441860463,10.444767441860463,0
2012-08-22,10.466976744186045,10.466976744186045,10.466976744186045,10.466976744186045,0
2012-08-23,10.489186046511627,10.489186046511627,10.489186046511627,10.489186046511627,0
2012-08-24,10.511395348837208,10.511395348837208,10.511395348837208,10.511395348837208,0
2012-08-25,10.53360465116279,10.53360465116279,10.53360465116279,10.53360465116279,0
2012-08-26,10.555813953488371,10.555813953488371,10.555813953488371,10.555813953488371,0
2012-08-27,10.578023255813953,10.578023255813953,10.578023255813953,10.578023255813953,0
2012-08-28,10.600232558139535,10.600232558139535,10.600232558139535,10.600232558139535,0
2012-08-29,10.622441860465116,10.622441860465116,10.622441860465116,10.622441860465116,0
2012-08-30,10.644651162790698,10.644651162790698,10.644651162790698,10.644651162790698,0
2012-08-31,10.66686046511628,10.66686046511628,10.66686046511628,10.66686046511628,0
2012-09-01,10.689069767441861,10.689069767441861,10.689069767441861,10.689069767441861,0
2012-09-02,10.711279069767443,10.711279069767443,10.711279069767443,10.711279069767443,0
2012-09-03,10.733488372093023,10.733488372093023,10.733488372093023,10.733488372093023,0
2012-09-04,10.755697674418604,10.755697674418604,10.755697674418604,10.755697674418604,0
2012-09-05,10.777906976744186,10.777906976744186,10.777906976744186,10.777906976744186,0
2012-09-06,10.800116279069767,10.800116279069767,10.800116279069767,10.800116279069767,0
2012-09-07,10.822325581395347,10.822325581395347,10.822325581395347,10.822325581395347,0
2012-09-08,10.844534883720929,10.844534883720929,10.844534883720929,10.844534883720929,0
2012-09-09,10.86674418604651,10.86674418604651,10.86674418604651,10.86674418604651,0
2012-09-10,10.888953488372092,10.888953488372092,10.888953488372092,10.888953488372092,0
2012-09-11,10.911162790697674,10.911162790697674,10.911162790697674,10.911162790697674,0
2012-09-12,10.933372093023255,10.933372093023255,10.933372093023255,10.933372093023255,0
2012-09-13,10.955581395348837,10.955581395348837,10.955581395348837,10.955581395348837,0
2012-09-14,10.977790697674418,10.977790697674418,10.977790697674418,10.977790697674418,0
2012-09-15,11.0,11.0,11.0,11.0,0
2012-09-16,12.231884057971014,12.231884057971014,12.231884057971014,12.231884057971014,0
2012-09-17,13.46376811594203,13.46376811594203,13.46376811594203,13.46376811594203,0
2012-09-18,14.695652173913043,14.695652173913043,14.695652173913043,14.695652173913043,0
2012-09-19,15.927536231884059,15.927536231884059,15.927536231884059,15.927536231884059,0
2012-09-20,17.15942028985507,17.15942028985507,17.15942028985507,17.15942028985507,0
2012-09-21,18.391304347826086,18.391304347826086,18.391304347826086,18.391304347826086,0
2012-09-22,19.6231884057971,19.6231884057971,19.6231884057971,19.6231884057971,0
2012-09-23,20.855072463768117,20.855072463768117,20.855072463768117,20.855072463768117,0
2012-09-24,22.08695652173913,22.08695652173913,22.08695652173913,22.08695652173913,0
2012-09-25,23.318840579710145,23.318840579710145,23.318840579710145,23.318840579710145,0
2012-09-26,24.550724637681157,24.550724637681157,24.550724637681157,24.550724637681157,0
2012-09-27,25.782608695652172,25.782608695652172,25.782608695652172,25.782608695652172,0
2012-09-28,27.014492753623188,27.014492753623188,27.014492753623188,27.014492753623188,0
2012-09-29,28.246376811594203,28.246376811594203,28.246376811594203,28.246376811594203,0
2012-09-30,29.478260869565215,29.478260869565215,29.478260869565215,29.478260869565215,0
2012-10-01,30.71014492753623,30.71014492753623,30.71014492753623,30.71014492753623,0
2012-10-02,31.942028985507246,31.942028985507246,31.942028985507246,31.942028985507246,0
2012-10-03,33.17391304347826,33.17391304347826,33.17391304347826,33.17391304347826,0
2012-10-04,34.405797101449274,34.405797101449274,34.405797101449274,34.405797101449274,0
2012-10-05,35.63768115942029,35.63768115942029,35.63768115942029,35.63768115942029,0
2012-10-06,36.8695652173913,36.8695652173913,36.8695652173913,36.8695652173913,0
2012-10-07,38.10144927536231,38.10144927536231,38.10144927536231,38.10144927536231,0
2012-10-08,39.33333333333333,39.33333333333333,39.33333333333333,39.33333333333333,0
2012-10-09,40.565217391304344,40.565217391304344,40.565217391304344,40.565217391304344,0
2012-10-10,41.79710144927536,41.79710144927536,41.79710144927536,41.79710144927536,0
2012-10-11,43.028985507246375,43.028985507246375,43.028985507246375,43.028985507246375,0
2012-10-12,44.26086956521739,44.26086956521739,44.26086956521739,44.26086956521739,0
2012-10-13,45.492753623188406,45.492753623188406,45.492753623188406,45.492753623188406,0
2012-10-14,46.724637681159415,46.724637681159415,46.724637681159415,46.724637681159415,0
2012-10-15,47.95652173913043,47.95652173913043,47.95652173913043,47.95652173913043,0
2012-10-16,49.188405797101446,49.188405797101446,49.188405797101446,49.188405797101446,0
2012-10-17,50.42028985507246,50.42028985507246,50.42028985507246,50.42028985507246,0
2012-10-18,51.65217391304348,51.65217391304348,51.65217391304348,51.65217391304348,0
2012-10-19,52.88405797101449,52.88405797101449,52.88405797101449,52.88405797101449,0
2012-10-20,54.11594202898551,54.11594202898551,54.11594202898551,54.11594202898551,0
2012-10-21,55.347826086956516,55.347826086956516,55.347826086956516,55.347826086956516,0
2012-10-22,56.57971014492753,56.57971014492753,56.57971014492753,56.57971014492753,0
2012-10-23,57.81159420289855,57.81159420289855,57.81159420289855,57.81159420289855,0
2012-10-24,59.04347826086956,59.04347826086956,59.04347826086956,59.04347826086956,0
2012-10-25,60.27536231884058,60.27536231884058,60.27536231884058,60.27536231884058,0
2012-10-26,61.507246376811594,61.507246376811594,61.507246376811594,61.507246376811594,0
2012-10-27,62.7391304347826,62.7391304347826,62.7391304347826,62.7391304347826,0
2012-10-28,63.97101449275362,63.97101449275362,63.97101449275362,63.97101449275362,0
2012-10-29,65.20289855072463,65.20289855072463,65.20289855072463,65.20289855072463,0
2012-10-30,66.43478260869566,66.43478260869566,66.43478260869566,66.43478260869566,0
2012-10-31,67.66666666666666,67.66666666666666,67.66666666666666,67.66666666666666,0
2012-11-01,68.89855072463769,68.89855072463769,68.89855072463769,68.89855072463769,0
2012-11-02,70.13043478260869,70.13043478260869,70.13043478260869,70.13043478260869,0
2012-11-03,71.3623188405797,71.3623188405797,71.3623188405797,71.3623188405797,0
2012-11-04,72.59420289855072,72.59420289855072,72.59420289855072,72.59420289855072,0
2012-11-05,73.82608695652173,73.82608695652173,73.82608695652173,73.82608695652173,0
2012-11-06,75.05797101449275,75.05797101449275,75.05797101449275,75.05797101449275,0
2012-11-07,76.28985507246377,76.28985507246377,76.28985507246377,76.28985507246377,0
2012-11-08,77.52173913043478,77.52173913043478,77.52173913043478,77.52173913043478,0
2012-11-09,78.7536231884058,78.7536231884058,78.7536231884058,78.7536231884058,0
2012-11-10,79.98550724637681,79.98550724637681,79.98550724637681,79.98550724637681,0
2012-11-11,81.21739130434783,81.21739130434783,81.21739130434783,81.21739130434783,0
2012-11-12,82.44927536231883,82.44927536231883,82.44927536231883,82.44927536231883,0
2012-11-13,83.68115942028984,83.68115942028984,83.68115942028984,83.68115942028984,0
2012-11-14,84.91304347826086,84.91304347826086,84.91304347826086,84.91304347826086,0
2012-11-15,86.14492753623188,86.14492753623188,86.14492753623188,86.14492753623188,0
2012-11-16,87.37681159420289,87.37681159420289,87.37681159420289,87.37681159420289,0
2012-11-17,88.6086956521739,88.6086956521739,88.6086956521739,88.6086956521739,0
2012-11-18,89.84057971014492,89.84057971014492,89.84057971014492,89.84057971014492,0
2012-11-19,91.07246376811594,91.07246376811594,91.07246376811594,91.07246376811594,0
2012-11-20,92.30434782608695,92.30434782608695,92.30434782608695,92.30434782608695,0
2012-11-21,93.53623188405797,93.53623188405797,93.53623188405797,93.53623188405797,0
2012-11-22,94.76811594202898,94.76811594202898,94.76811594202898,94.76811594202898,0
2012-11-23,96.0,96.0,96.0,96.0,0
2012-11-24,97.23188405797102,97.23188405797102,97.23188405797102,97.23188405797102,0
2012-11-25,98.46376811594202,98.46376811594202,98.46376811594202,98.46376811594202,0
2012-11-26,99.69565217391303,99.69565217391303,99.69565217391303,99.69565217391303,0
2012-11-27,100.92753623188405,100.92753623188405,100.92753623188405,100.92753623188405,0
2012-11-28,102.15942028985506,102.15942028985506,102.15942028985506,102.15942028985506,0
2012-11-29,103.39130434782608,103.39130434782608,103.39130434782608,103.39130434782608,0
2012-11-30,104.6231884057971,104.6231884057971,104.6231884057971,104.6231884057971,0
2012-12-01,105.85507246376811,105.85507246376811,105.85507246376811,105.85507246376811,0
2012-12-02,107.08695652173913,107.08695652173913,107.08695652173913,107.08695652173913,0
2012-12-03,108.31884057971014,108.31884057971014,108.31884057971014,108.31884057971014,0
2012-12-04,109.55072463768116,109.55072463768116,109.55072463768116,109.55072463768116,0
2012-12-05,110.78260869565217,110.78260869565217,110.78260869565217,110.78260869565217,0
2012-12-06,112.01449275362319,112.01449275362319,112.01449275362319,112.01449275362319,0
2012-12-07,113.2463768115942,113.2463768115942,113.2463768115942,113.2463768115942,0
2012-12-08,114.4782608695652,114.4782608695652,114.4782608695652,114.4782608695652,0
2012-12-09,115.71014492753622,115.71014492753622,115.71014492753622,115.71014492753622,0
2012-12-10,116.94202898550724,116.94202898550724,116.94202898550724,116.94202898550724,0
2012-12-11,118.17391304347825,118.17391304347825,118.17391304347825,118.17391304347825,0
2012-12-12,119.40579710144927,119.40579710144927,119.40579710144927,119.40579710144927,0
2012-12-13,120.63768115942028,120.63768115942028,120.63768115942028,120.63768115942028,0
2012-12-14,121.8695652173913,121.8695652173913,121.8695652173913,121.8695652173913,0
2012-12-15,123.10144927536231,123.10144927536231,123.10144927536231,123.10144927536231,0
2012-12-16,124.33333333333333,124.33333333333333,124.33333333333333,124.33333333333333,0
2012-12-17,125.56521739130434,125.56521739130434,125.56521739130434,125.56521739130434,0
2012-12-18,126.79710144927536,126.79710144927536,126.79710144927536,126.79710144927536,0
2012-12-19,128.02898550724638,128.02898550724638,128.02898550724638,128.02898550724638,0
2012-12-20,129.26086956521738,129.26086956521738,129.26086956521738,129.26086956521738,0
2012-12-21,130.49275362318838,130.49275362318838,130.49275362318838,130.49275362318838,0
2012-12-22,131.7246376811594,131.7246376811594,131.7246376811594,131.7246376811594,0
2012-12-23,132.95652173913044,132.95652173913044,132.95652173913044,132.95652173913044,0
2012-12-24,134.18840579710144,134.18840579710144,134.18840579710144,134.18840579710144,0
2012-12-25,135.42028985507244,135.42028985507244,135.42028985507244,135.42028985507244,0
2012-12-26,136.65217391304347,136.65217391304347,136.65217391304347,136.65217391304347,0
2012-12-27,137.8840579710145,137.8840579710145,137.8840579710145,137.8840579710145,0
2012-12-28,139.1159420289855,139.1159420289855,139.1159420289855,139.1159420289855,0
2012-12-29,140.3478260869565,140.3478260869565,140.3478260869565,140.3478260869565,0
2012-12-30,141.57971014492753,141.57971014492753,141.57971014492753,141.57971014492753,0
2012-12-31,142.81159420289853,142.81159420289853,142.81159420289853,142.81159420289853,0
2013-01-01,144.04347826086956,144.04347826086956,144.04347826086956,144.04347826086956,0
2013-01-02,145.27536231884056,145.27536231884056,145.27536231884056,145.27536231884056,0
2013-01-03,146.5072463768116,146.5072463768116,146.5072463768116,146.5072463768116,0
2013-01-04,147.7391304347826,147.7391304347826,147.7391304347826,147.7391304347826,0
2013-01-05,148.97101449275362,148.97101449275362,148.97101449275362,148.97101449275362,0
2013-01-06,150.20289855072463,150.20289855072463,150.20289855072463,150.20289855072463,0
2013-01-07,151.43478260869566,151.43478260869566,151.43478260869566,151.43478260869566,0
2013-01-08,152.66666666666666,152.66666666666666,152.66666666666666,152.66666666666666,0
2013-01-09,153.89855072463766,153.89855072463766,153.89855072463766,153.89855072463766,0
2013-01-10,155.1304347826087,155.1304347826087,155.1304347826087,155.1304347826087,0
2013-01-11,156.3623188405797,156.3623188405797,156.3623188405797,156.3623188405797,0
2013-01-12,157.59420289855072,157.59420289855072,157.59420289855072,157.59420289855072,0
2013-01-13,158.82608695652172,158.82608695652172,158.82608695652172,158.82608695652172,0
2013-01-14,160.05797101449275,160.05797101449275,160.05797101449275,160.05797101449275,0
2013-01-15,161.28985507246375,161.28985507246375,161.28985507246375,161.28985507246375,0
2013-01-16,162.52173913043478,162.52173913043478,162.52173913043478,162.52173913043478,0
2013-01-17,163.75362318840578,163.75362318840578,163.75362318840578,163.75362318840578,0
2013-01-18,164.9855072463768,164.9855072463768,164.9855072463768,164.9855072463768,0
2013-01-19,166.2173913043478,166.2173913043478,166.2173913043478,166.2173913043478,0
2013-01-20,167.44927536231884,167.44927536231884,167.44927536231884,167.44927536231884,0
2013-01-21,168.68115942028984,168.68115942028984,168.68115942028984,168.68115942028984,0
2013-01-22,169.91304347826085,169.91304347826085,169.91304347826085,169.91304347826085,0
2013-01-23,171.14492753623188,171.14492753623188,171.14492753623188,171.14492753623188,0
2013-01-24,172.37681159420288,172.37681159420288,172.37681159420288,172.37681159420288,0
2013-01-25,173.6086956521739,173.6086956521739,173.6086956521739,173.6086956521739,0
2013-01-26,174.8405797101449,174.8405797101449,174.8405797101449,174.8405797101449,0
2013-01-27,176.07246376811594,176.07246376811594,176.07246376811594,176.07246376811594,0
2013-01-28,177.30434782608694,177.30434782608694,177.30434782608694,177.30434782608694,0
2013-01-29,178.53623188405797,178.53623188405797,178.53623188405797,178.53623188405797,0
2013-01-30,179.76811594202897,179.76811594202897,179.76811594202897,179.76811594202897,0
2013-01-31,181.0,181.0,181.0,181.0,0
2013-02-01,182.231884057971,182.231884057971,182.231884057971,182.231884057971,0
2013-02-02,183.46376811594203,183.46376811594203,183.46376811594203,183.46376811594203,0
2013-02-03,184.69565217391303,184.69565217391303,184.69565217391303,184.69565217391303,0
2013-02-04,185.92753623188403,185.92753623188403,185.92753623188403,185.92753623188403,0
2013-02-05,187.15942028985506,187.15942028985506,187.15942028985506,187.15942028985506,0
2013-02-06,188.39130434782606,188.39130434782606,188.39130434782606,188.39130434782606,0
2013-02-07,189.6231884057971,189.6231884057971,189.6231884057971,189.6231884057971,0
2013-02-08,190.8550724637681,190.8550724637681,190.8550724637681,190.8550724637681,0
2013-02-09,192.08695652173913,192.08695652173913,192.08695652173913,192.08695652173913,0
2013-02-10,193.31884057971013,193.31884057971013,193.31884057971013,193.31884057971013,0
2013-02-11,194.55072463768116,194.55072463768116,194.55072463768116,194.55072463768116,0
2013-02-12,195.78260869565216,195.78260869565216,195.78260869565216,195.78260869565216,0
2013-02-13,197.0144927536232,197.0144927536232,197.0144927536232,197.0144927536232,0
2013-02-14,198.2463768115942,198.2463768115942,198.2463768115942,198.2463768115942,0
2013-02-15,199.47826086956522,199.47826086956522,199.47826086956522,199.47826086956522,0
2013-02-16,200.71014492753622,200.71014492753622,200.71014492753622,200.71014492753622,0
2013-02-17,201.94202898550722,201.94202898550722,201.94202898550722,201.94202898550722,0
2013-02-18,203.17391304347825,203.17391304347825,203.17391304347825,203.17391304347825,0
2013-02-19,204.40579710144925,204.40579710144925,204.40579710144925,204.40579710144925,0
2013-02-20,205.63768115942028,205.63768115942028,205.63768115942028,205.63768115942028,0
2013-02-21,206.86956521739128,206.86956521739128,206.86956521739128,206.86956521739128,0
2013-02-22,208.1014492753623,208.1014492753623,208.1014492753623,208.1014492753623,0
2013-02-23,209.33333333333331,209.33333333333331,209.33333333333331,209.33333333333331,0
2013-02-24,210.56521739130434,210.56521739130434,210.56521739130434,210.56521739130434,0
2013-02-25,211.79710144927535,211.79710144927535,211.79710144927535,211.79710144927535,0
2013-02-26,213.02898550724638,213.02898550724638,213.02898550724638,213.02898550724638,0
2013-02-27,214.26086956521738,214.26086956521738,214.26086956521738,214.26086956521738,0
2013-02-28,215.4927536231884,215.4927536231884,215.4927536231884,215.4927536231884,0
2013-03-01,216.7246376811594,216.7246376811594,216.7246376811594,216.7246376811594,0
2013-03-02,217.9565217391304,217.9565217391304,217.9565217391304,217.9565217391304,0
2013-03-03,219.18840579710144,219.18840579710144,219.18840579710144,219.18840579710144,0
2013-03-04,220.42028985507244,220.42028985507244,220.42028985507244,220.42028985507244,0
2013-03-05,221.65217391304347,221.65217391304347,221.65217391304347,221.65217391304347,0
2013-03-06,222.88405797101447,222.88405797101447,222.88405797101447,222.88405797101447,0
2013-03-07,224.1159420289855,224.1159420289855,224.1159420289855,224.1159420289855,0
2013-03-08,225.3478260869565,225.3478260869565,225.3478260869565,225.3478260869565,0
2013-03-09,226.57971014492753,226.57971014492753,226.57971014492753,226.57971014492753,0
2013-03-10,227.81159420289853,227.81159420289853,227.81159420289853,227.81159420289853,0
2013-03-11,229.04347826086956,229.04347826086956,229.04347826086956,229.04347826086956,0
2013-03-12,230.27536231884056,230.27536231884056,230.27536231884056,230.27536231884056,0
2013-03-13,231.5072463768116,231.5072463768116,231.5072463768116,231.5072463768116,0
2013-03-14,232.7391304347826,232.7391304347826,232.7391304347826,232.7391304347826,0
2013-03-15,233.9710144927536,233.9710144927536,233.9710144927536,233.9710144927536,0
2013-03-16,235.20289855072463,235.20289855072463,235.20289855072463,235.20289855072463,0
2013-03-17,236.43478260869563,236.43478260869563,236.43478260869563,236.43478260869563,0
2013-03-18,237.66666666666666,237.66666666666666,237.66666666666666,237.66666666666666,0
2013-03-19,238.89855072463766,238.89855072463766,238.89855072463766,238.89855072463766,0
2013-03-20,240.1304347826087,240.1304347826087,240.1304347826087,240.1304347826087,0
2013-03-21,241.3623188405797,241.3623188405797,241.3623188405797,241.3623188405797,0
2013-03-22,242.59420289855072,242.59420289855072,242.59420289855072,242.59420289855072,0
2013-03-23,243.82608695652172,243.82608695652172,243.82608695652172,243.82608695652172,0
2013-03-24,245.05797101449275,245.05797101449275,245.05797101449275,245.05797101449275,0
2013-03-25,246.28985507246375,246.28985507246375,246.28985507246375,246.28985507246375,0
